number,value,datetime_start,datetime_complete,duration,params_ADX_THRESHOLD,params_ATR_MULTIPLIER,params_ATR_STOP_LOSS_MULT,params_BB_STD,params_ENTRY_PERIOD,params_ENTRY_TYPE,params_EXIT_TYPE,params_LEVERAGE,params_MA_PERIOD,params_MFI_THRESHOLD,params_MFI_WINDOW,params_RISK_PER_TRADE,params_RSI_OVERBOUGHT,params_RSI_OVERSOLD,params_RSI_WINDOW,params_SAR_STEP,params_STOCH_OVERBOUGHT,params_STOCH_OVERSOLD,params_STOCH_WINDOW,params_STOP_LOSS_PCT,params_STOP_LOSS_TYPE,params_SUPERTREND_MULT,params_SUPERTREND_PERIOD,params_TAKE_PROFIT_ATR_MULT,params_TIMEFRAME,params_TREND_FILTER_TYPE,params_USE_ADX,params_USE_MFI,params_USE_RSI,params_USE_STOCHASTIC,params_USE_TAKE_PROFIT,params_USE_VHF,params_USE_VOLUME_FILTER,params_VHF_THRESHOLD,params_VOLUME_MA_PERIOD,params_VOLUME_THRESHOLD_MULT,user_attrs_entry_type,user_attrs_leverage,user_attrs_mdd_ETH_USDT,user_attrs_mdd_avg,user_attrs_return_ETH_USDT,user_attrs_return_avg,user_attrs_timeframe,user_attrs_trades_ETH_USDT,user_attrs_trades_avg,user_attrs_trend_filter,user_attrs_win_rate_avg,user_attrs_winrate_ETH_USDT,state
126,-278.29317048354005,2026-01-16 12:35:05.975443,2026-01-16 12:35:06.959756,0 days 00:00:00.984313,20,1.8,3.6,1.6,115,DONCHIAN,ATR,0.30000000000000004,10,34,19,0.015000000000000001,72,28,15,0.038,85,15,19,0.046000000000000006,FIXED,4.6,49,3.0,2h,ICHIMOKU,True,False,False,False,True,True,False,0.3,20,3.8000000000000003,DONCHIAN,0.30000000000000004,-7.799593528793365,-7.799593528793365,-6.4209643049419505,-6.4209643049419505,2h,66,66.0,ICHIMOKU,28.78787878787879,28.78787878787879,COMPLETE
127,-1995.5390767899012,2026-01-16 12:35:06.158551,2026-01-16 12:35:09.101790,0 days 00:00:02.943239,23,1.8,3.7,1.5,112,DONCHIAN,ATR,0.30000000000000004,93,35,18,0.015000000000000001,74,28,15,0.036000000000000004,85,15,20,0.047,ATR,4.5,49,3.0,15m,ICHIMOKU,True,False,False,True,True,True,False,0.3,20,3.8000000000000003,DONCHIAN,0.30000000000000004,-0.6109252324909736,-0.6109252324909736,0.47400222173315704,0.47400222173315704,15m,12,12.0,ICHIMOKU,41.66666666666667,41.66666666666667,COMPLETE
128,-2309.361442774435,2026-01-16 12:35:06.138193,2026-01-16 12:35:08.210203,0 days 00:00:02.072010,23,1.8,3.7,1.5,107,DONCHIAN,ATR,0.30000000000000004,77,35,18,0.017,74,28,15,0.039,85,15,20,0.047,ATR,4.5,49,8.5,15m,ICHIMOKU,True,False,False,True,True,True,False,0.3,20,3.8000000000000003,DONCHIAN,0.30000000000000004,-1.425740388194879,-1.425740388194879,-1.130444584327936,-1.130444584327936,15m,12,12.0,ICHIMOKU,33.33333333333333,33.33333333333333,COMPLETE
129,54.34527020837595,2026-01-16 12:35:06.579827,2026-01-16 12:35:09.046415,0 days 00:00:02.466588,23,1.8,3.7,1.5,108,DONCHIAN,ATR,0.6,16,35,18,0.0195,74,28,15,0.036000000000000004,83,15,20,0.047,ATR,4.5,46,3.0,15m,ICHIMOKU,True,False,False,False,True,True,False,0.3,15,3.8000000000000003,DONCHIAN,0.6,-2.2350128020600555,-2.2350128020600555,0.5863399418628192,0.5863399418628192,15m,57,57.0,ICHIMOKU,40.35087719298245,40.35087719298245,COMPLETE
130,59.593773108606,2026-01-16 12:35:07.001515,2026-01-16 12:35:09.992208,0 days 00:00:02.990693,23,1.8,3.7,1.5,112,DONCHIAN,ATR,0.6,94,35,18,0.017,74,26,16,0.037,86,15,20,0.047,ATR,4.800000000000001,47,3.0,15m,ICHIMOKU,True,False,False,False,True,True,False,0.31,15,4.0,DONCHIAN,0.6,-1.6608880123769685,-1.6608880123769685,1.1982470703818253,1.1982470703818253,15m,55,55.0,ICHIMOKU,41.81818181818181,41.81818181818181,COMPLETE
131,54.753261693389504,2026-01-16 12:35:08.304920,2026-01-16 12:35:12.800238,0 days 00:00:04.495318,24,1.7,3.8000000000000003,1.5,112,DONCHIAN,ATR,0.6,55,30,17,0.02,74,26,14,0.037,86,16,20,0.047,ATR,4.800000000000001,46,3.0,15m,ICHIMOKU,True,False,False,False,True,True,False,0.31,15,3.6,DONCHIAN,0.6,-1.6860009484441447,-1.6860009484441447,0.5957728644372895,0.5957728644372895,15m,56,56.0,ICHIMOKU,39.285714285714285,39.285714285714285,COMPLETE
132,54.1540645242203,2026-01-16 12:35:08.456451,2026-01-16 12:35:12.465404,0 days 00:00:04.008953,24,1.7,3.4000000000000004,1.5,112,DONCHIAN,ATR,0.6,26,30,17,0.0145,74,26,16,0.037,86,18,20,0.047,ATR,4.800000000000001,46,3.0,15m,ICHIMOKU,True,False,False,False,True,True,False,0.31,15,4.0,DONCHIAN,0.6,-1.3639028602931993,-1.3639028602931993,0.4970871206606855,0.4970871206606855,15m,56,56.0,ICHIMOKU,39.285714285714285,39.285714285714285,COMPLETE
133,54.1540645242203,2026-01-16 12:35:08.701987,2026-01-16 12:35:11.500584,0 days 00:00:02.798597,24,1.7,3.4000000000000004,1.5,112,DONCHIAN,ATR,0.6,81,30,17,0.0145,74,26,16,0.037,86,18,20,0.047,ATR,4.800000000000001,46,3.0,15m,ICHIMOKU,True,False,False,False,True,True,False,0.31,15,3.6,DONCHIAN,0.6,-1.3639028602931993,-1.3639028602931993,0.4970871206606855,0.4970871206606855,15m,56,56.0,ICHIMOKU,39.285714285714285,39.285714285714285,COMPLETE
134,62.06811004104475,2026-01-16 12:35:09.133293,2026-01-16 12:35:13.051693,0 days 00:00:03.918400,24,1.7,3.4000000000000004,2.5,94,DONCHIAN,ATR,0.6,82,29,17,0.0195,74,29,14,0.037,82,14,20,0.047,ATR,4.800000000000001,46,3.0,15m,ICHIMOKU,True,False,False,False,True,True,False,0.31,15,4.0,DONCHIAN,0.6,-1.7451709798865642,-1.7451709798865642,1.5251550001503318,1.5251550001503318,15m,59,59.0,ICHIMOKU,38.983050847457626,38.983050847457626,COMPLETE
135,-508.0891980567767,2026-01-16 12:35:09.156789,2026-01-16 12:35:13.700474,0 days 00:00:04.543685,24,1.7,3.4000000000000004,2.5,118,DONCHIAN,ATR,0.6,82,30,17,0.019,74,29,16,0.032,83,14,20,0.047,ATR,4.800000000000001,46,7.5,15m,ICHIMOKU,True,False,False,False,True,True,False,0.31,15,4.0,DONCHIAN,0.6,-2.380227532215727,-2.380227532215727,-1.111938828668557,-1.111938828668557,15m,45,45.0,ICHIMOKU,44.44444444444444,44.44444444444444,COMPLETE
136,54.92551199095669,2026-01-16 12:35:10.055759,2026-01-16 12:35:13.710489,0 days 00:00:03.654730,24,1.7,3.4000000000000004,2.5,112,DONCHIAN,ATR,0.6,53,35,17,0.019,74,30,16,0.037,83,14,20,0.047,ATR,4.800000000000001,47,3.0,15m,ICHIMOKU,True,False,False,False,True,True,False,0.31,15,4.0,DONCHIAN,0.6,-1.7910894604919465,-1.7910894604919465,0.6264491305089439,0.6264491305089439,15m,56,56.0,ICHIMOKU,39.285714285714285,39.285714285714285,COMPLETE
137,46.24498769392176,2026-01-16 12:35:12.114036,2026-01-16 12:35:15.224486,0 days 00:00:03.110450,24,1.7,3.4000000000000004,2.5,108,DONCHIAN,ATR,0.6,82,29,17,0.0205,74,26,16,0.037,88,14,20,0.047,ATR,4.800000000000001,46,3.5,15m,ICHIMOKU,True,False,False,False,True,True,False,0.31,15,4.0,DONCHIAN,0.6,-2.554420030924203,-2.554420030924203,-0.5274899938700953,-0.5274899938700953,15m,53,53.0,ICHIMOKU,41.509433962264154,41.509433962264154,COMPLETE
138,-515.7209995984231,2026-01-16 12:35:12.787067,2026-01-16 12:35:18.300326,0 days 00:00:05.513259,26,1.9,3.4000000000000004,1.5,111,DONCHIAN,ATR,0.6,21,30,17,0.02,74,27,16,0.037,82,14,20,0.047,ATR,4.800000000000001,45,7.5,15m,ICHIMOKU,True,False,False,False,True,True,False,0.32,15,4.0,DONCHIAN,0.6,-4.071126537793154,-4.071126537793154,-2.6149390986345127,-2.6149390986345127,15m,36,36.0,ICHIMOKU,38.88888888888889,38.88888888888889,COMPLETE
139,-522.2947285703904,2026-01-16 12:35:13.082010,2026-01-16 12:35:16.320664,0 days 00:00:03.238654,26,1.9,3.4000000000000004,2.5,103,DONCHIAN,ATR,0.8,11,29,17,0.023,74,30,14,0.037,83,15,20,0.047,ATR,4.800000000000001,45,7.0,15m,ICHIMOKU,True,False,False,False,True,True,False,0.32,15,4.0,DONCHIAN,0.8,-6.48927438785481,-6.48927438785481,-4.595065406145703,-4.595065406145703,15m,36,36.0,ICHIMOKU,38.88888888888889,38.88888888888889,COMPLETE
140,-505.5352376880737,2026-01-16 12:35:13.534132,2026-01-16 12:35:15.614436,0 days 00:00:02.080304,26,1.9,3.4000000000000004,2.5,95,DONCHIAN,ATR,0.8,17,29,17,0.02,74,29,14,0.037,83,14,20,0.047,ATR,4.800000000000001,45,3.5,15m,ICHIMOKU,True,False,False,False,True,True,False,0.32,15,4.0,DONCHIAN,0.8,-4.135567513520098,-4.135567513520098,-0.9266921637900639,-0.9266921637900639,15m,44,44.0,ICHIMOKU,38.63636363636363,38.63636363636363,COMPLETE
141,-503.2913632528034,2026-01-16 12:35:13.802330,2026-01-16 12:35:17.817858,0 days 00:00:04.015528,26,1.9,3.4000000000000004,2.5,94,DONCHIAN,ATR,0.8,24,29,16,0.0235,74,30,14,0.034,82,14,16,0.05,ATR,4.800000000000001,45,3.5,15m,SUPERTREND,True,False,False,False,True,True,False,0.32,15,4.0,DONCHIAN,0.8,-5.069506151843584,-5.069506151843584,-0.6022086167323171,-0.6022086167323171,15m,35,35.0,SUPERTREND,42.857142857142854,42.857142857142854,COMPLETE
142,-520.1171189280294,2026-01-16 12:35:13.800811,2026-01-16 12:35:17.110420,0 days 00:00:03.309609,26,1.9,3.4000000000000004,2.5,76,DONCHIAN,ATR,0.8,16,29,16,0.021,74,30,14,0.034,82,14,20,0.05,ATR,4.800000000000001,45,7.0,15m,SUPERTREND,True,False,False,False,True,True,False,0.32,15,4.0,DONCHIAN,0.8,-6.470947434995695,-6.470947434995695,-4.14031492647985,-4.14031492647985,15m,33,33.0,SUPERTREND,42.42424242424242,42.42424242424242,COMPLETE
143,-492.36381496181275,2026-01-16 12:35:15.767141,2026-01-16 12:35:20.115626,0 days 00:00:04.348485,25,1.9,3.8000000000000003,2.4,74,DONCHIAN,ATR,0.5,54,35,16,0.024,80,30,14,0.034,82,15,16,0.05,ATR,4.7,42,2.5,15m,SUPERTREND,True,False,False,False,True,True,False,0.32,25,4.0,DONCHIAN,0.5,-2.5262765857044074,-2.5262765857044074,1.0689859722094261,1.0689859722094261,15m,46,46.0,SUPERTREND,41.30434782608695,41.30434782608695,COMPLETE
144,-492.26169353439127,2026-01-16 12:35:15.412200,2026-01-16 12:35:21.765892,0 days 00:00:06.353692,25,1.9,3.8000000000000003,2.4,75,DONCHIAN,ATR,0.5,35,35,16,0.0235,75,29,14,0.034,82,15,21,0.05,ATR,4.7,42,2.5,15m,SUPERTREND,True,False,False,False,True,True,False,0.32,15,4.0,DONCHIAN,0.5,-2.4507426059077773,-2.4507426059077773,1.0731639127398958,1.0731639127398958,15m,46,46.0,SUPERTREND,41.30434782608695,41.30434782608695,COMPLETE
145,-497.9545028474877,2026-01-16 12:35:16.987813,2026-01-16 12:35:18.646320,0 days 00:00:01.658507,25,2.1,3.8000000000000003,2.4,102,DONCHIAN,ATR,0.5,55,35,16,0.024,75,30,15,0.035,82,15,16,0.05,ATR,4.7,44,2.5,15m,ICHIMOKU,True,False,False,False,True,True,False,0.32,15,4.0,DONCHIAN,0.5,-2.5497974436327473,-2.5497974436327473,0.2871802558455267,0.2871802558455267,15m,49,49.0,ICHIMOKU,42.857142857142854,42.857142857142854,COMPLETE
146,52.33489825302058,2026-01-16 12:35:17.430140,2026-01-16 12:35:19.857243,0 days 00:00:02.427103,24,1.8,3.8000000000000003,1.5,111,DONCHIAN,ATR,0.5,30,35,16,0.025500000000000002,75,29,14,0.036000000000000004,81,18,21,0.044000000000000004,ATR,4.7,42,3.0,15m,ICHIMOKU,True,False,False,False,True,True,False,0.3,15,4.0,DONCHIAN,0.5,-2.1675391869863057,-2.1675391869863057,0.31232357956739143,0.31232357956739143,15m,54,54.0,ICHIMOKU,40.74074074074074,40.74074074074074,COMPLETE
147,52.08694552698489,2026-01-16 12:35:17.846917,2026-01-16 12:35:21.000049,0 days 00:00:03.153132,24,1.8,3.8000000000000003,1.5,111,DONCHIAN,ATR,0.5,100,35,16,0.0195,75,29,15,0.036000000000000004,84,18,21,0.044000000000000004,ATR,4.7,42,3.0,15m,ICHIMOKU,True,False,False,False,True,True,False,0.3,25,4.0,DONCHIAN,0.5,-1.6560131813744994,-1.6560131813744994,0.26047733310275945,0.26047733310275945,15m,54,54.0,ICHIMOKU,40.74074074074074,40.74074074074074,COMPLETE
148,-493.52178044306766,2026-01-16 12:35:18.605088,2026-01-16 12:35:22.163627,0 days 00:00:03.558539,24,2.1,3.8000000000000003,1.5,118,DONCHIAN,ATR,0.5,55,35,16,0.014,75,31,13,0.036000000000000004,84,15,21,0.046000000000000006,ATR,4.7,42,3.0,15m,ICHIMOKU,True,False,False,False,True,True,False,0.3,25,3.8000000000000003,DONCHIAN,0.5,-1.1574886023966213,-1.1574886023966213,0.7515167061842629,0.7515167061842629,15m,43,43.0,ICHIMOKU,44.18604651162791,44.18604651162791,COMPLETE
149,-499.3228605260301,2026-01-16 12:35:18.689984,2026-01-16 12:35:22.315922,0 days 00:00:03.625938,24,4.0,2.9000000000000004,1.5,85,DONCHIAN,ATR,0.5,100,35,18,0.019,75,31,13,0.038,81,18,21,0.046000000000000006,ATR,4.7,42,3.0,15m,ICHIMOKU,True,False,False,False,True,True,False,0.3,15,3.8000000000000003,DONCHIAN,0.5,-5.185759254236279,-5.185759254236279,0.12519185256027848,0.12519185256027848,15m,45,45.0,ICHIMOKU,48.888888888888886,48.888888888888886,COMPLETE
150,60.74910397209351,2026-01-16 12:35:20.092840,2026-01-16 12:35:28.792282,0 days 00:00:08.699442,24,1.7,3.7,1.5,117,DONCHIAN,ATR,0.6,89,30,18,0.018500000000000003,73,34,13,0.038,81,18,19,0.046000000000000006,ATR,4.9,47,3.0,3m,ICHIMOKU,True,False,False,False,True,True,False,0.3,15,3.8000000000000003,DONCHIAN,0.6,-1.6568712409994937,-1.6568712409994937,1.3417869897318888,1.3417869897318888,3m,56,56.0,ICHIMOKU,41.07142857142857,41.07142857142857,COMPLETE
151,54.517202629416715,2026-01-16 12:35:20.441397,2026-01-16 12:35:28.821280,0 days 00:00:08.379883,24,1.7,3.7,1.5,118,DONCHIAN,ATR,0.6,87,30,18,0.019,73,31,13,0.038,84,18,21,0.046000000000000006,ATR,4.9,47,3.0,15m,ICHIMOKU,True,False,False,False,True,True,False,0.3,15,3.8000000000000003,DONCHIAN,0.6,-1.5630556028973013,-1.5630556028973013,0.5564152014727005,0.5564152014727005,15m,53,53.0,ICHIMOKU,39.62264150943396,39.62264150943396,COMPLETE
152,54.80740171613161,2026-01-16 12:35:21.287902,2026-01-16 12:35:24.587939,0 days 00:00:03.300037,24,1.7,3.7,1.6,118,DONCHIAN,ATR,0.7000000000000001,88,30,17,0.018000000000000002,73,31,13,0.038,81,17,19,0.046000000000000006,ATR,4.9,47,3.0,15m,DEMA,True,False,False,False,True,True,False,0.31,15,3.8000000000000003,DONCHIAN,0.7000000000000001,-1.7270854165103549,-1.7270854165103549,0.6060280171558028,0.6060280171558028,15m,53,53.0,DEMA,39.62264150943396,39.62264150943396,COMPLETE
153,55.321498127079394,2026-01-16 12:35:21.906945,2026-01-16 12:35:23.470798,0 days 00:00:01.563853,24,1.7,3.7,2.6,118,DONCHIAN,ATR,0.7000000000000001,89,30,18,0.021500000000000002,73,31,16,0.038,86,17,19,0.046000000000000006,ATR,4.9,47,3.0,15m,DEMA,True,False,False,False,True,True,False,0.3,15,3.8000000000000003,DONCHIAN,0.7000000000000001,-2.061676441250875,-2.061676441250875,0.7020009251728421,0.7020009251728421,15m,53,53.0,DEMA,39.62264150943396,39.62264150943396,COMPLETE
154,62.489603541259385,2026-01-16 12:35:22.266911,2026-01-16 12:35:27.970915,0 days 00:00:05.704004,24,1.7,2.8,2.6,106,DONCHIAN,ATR,0.7000000000000001,76,30,18,0.019,73,27,16,0.038,79,17,19,0.048,ATR,4.2,47,3.5,3m,DEMA,True,False,False,False,True,True,False,0.31,15,3.8000000000000003,DONCHIAN,0.7000000000000001,-3.1114747970119936,-3.1114747970119936,1.8741600656140247,1.8741600656140247,3m,55,55.0,DEMA,43.63636363636363,43.63636363636363,COMPLETE
155,59.294540231768224,2026-01-16 12:35:22.340688,2026-01-16 12:35:28.690311,0 days 00:00:06.349623,23,1.7,2.5,2.6,106,DONCHIAN,ATR,0.6,85,30,17,0.0175,73,27,16,0.04,86,17,19,0.048,ATR,4.9,47,3.5,15m,DEMA,True,False,False,False,True,True,False,0.31,20,3.8000000000000003,DONCHIAN,0.6,-2.2752986203067262,-2.2752986203067262,1.260692006347398,1.260692006347398,15m,52,52.0,DEMA,44.230769230769226,44.230769230769226,COMPLETE
156,76.44760294903153,2026-01-16 12:35:24.511440,2026-01-16 12:35:40.919322,0 days 00:00:16.407882,23,1.7,3.7,2.6,105,DONCHIAN,ATR,0.6,90,30,18,0.022000000000000002,73,32,16,0.04,86,17,20,0.048,ATR,4.9,47,3.5,3m,DEMA,True,False,False,False,True,True,False,0.31,15,3.8000000000000003,DONCHIAN,0.6,-1.9032563755906844,-1.9032563755906844,3.4156973298464433,3.4156973298464433,3m,56,56.0,DEMA,44.642857142857146,44.642857142857146,COMPLETE
157,79.01527893324601,2026-01-16 12:35:25.022824,2026-01-16 12:35:41.953926,0 days 00:00:16.931102,23,1.7,3.7,2.6,105,DONCHIAN,ATR,0.7000000000000001,88,31,17,0.021500000000000002,73,33,16,0.04,80,17,19,0.048,ATR,4.9,47,3.5,3m,DEMA,True,False,False,False,True,True,False,0.31,20,3.8000000000000003,DONCHIAN,0.7000000000000001,-2.169283178500329,-2.169283178500329,3.8820592058852896,3.8820592058852896,3m,56,56.0,DEMA,44.642857142857146,44.642857142857146,COMPLETE
158,-494.7376927749201,2026-01-16 12:35:28.778715,2026-01-16 12:35:40.322716,0 days 00:00:11.544001,25,1.7,3.7,2.6,118,DONCHIAN,ATR,0.7000000000000001,88,28,17,0.0175,73,32,13,0.04,77,17,19,0.049,ATR,4.9,47,3.5,3m,DEMA,True,False,False,False,True,True,False,0.32999999999999996,20,3.8000000000000003,DONCHIAN,0.7000000000000001,-2.3798339252907508,-2.3798339252907508,0.7233193042925559,0.7233193042925559,3m,47,47.0,DEMA,42.5531914893617,42.5531914893617,COMPLETE
159,-2003.7905418471496,2026-01-16 12:35:28.807119,2026-01-16 12:35:35.528589,0 days 00:00:06.721470,23,2.0,3.7,2.6,106,DONCHIAN,ATR,0.7000000000000001,90,31,17,0.022000000000000002,73,32,13,0.04,78,17,19,0.044000000000000004,ATR,4.2,47,3.5,3m,DEMA,True,False,False,False,True,True,True,0.32999999999999996,20,3.8000000000000003,DONCHIAN,0.7000000000000001,-0.6050912862547455,-0.6050912862547455,-0.40237327232739184,-0.40237327232739184,3m,2,2.0,DEMA,50.0,50.0,COMPLETE
160,-2004.854814596686,2026-01-16 12:35:28.884347,2026-01-16 12:35:41.742693,0 days 00:00:12.858346,23,2.0,2.8,2.6,104,DONCHIAN,ATR,0.7000000000000001,89,28,17,0.022000000000000002,73,34,13,0.04,78,17,19,0.044000000000000004,ATR,4.1,47,3.5,3m,DEMA,True,False,False,False,True,True,True,0.32999999999999996,20,3.8000000000000003,DONCHIAN,0.7000000000000001,-0.7995747975160891,-0.7995747975160891,-0.5322490271901362,-0.5322490271901362,3m,2,2.0,DEMA,50.0,50.0,COMPLETE
161,-2005.2512694089269,2026-01-16 12:35:28.893556,2026-01-16 12:35:44.207790,0 days 00:00:15.314234,23,2.0,2.5,2.6,117,DONCHIAN,ATR,0.7000000000000001,91,28,17,0.021500000000000002,73,32,13,0.04,78,17,19,0.044000000000000004,ATR,4.2,47,3.5,3m,DEMA,True,False,False,False,True,True,True,0.32999999999999996,20,3.8000000000000003,DONCHIAN,0.7000000000000001,-0.8751666603661726,-0.8751666603661726,-0.582801121907914,-0.582801121907914,3m,2,2.0,DEMA,50.0,50.0,COMPLETE
162,-1995.0327570669288,2026-01-16 12:35:37.729130,2026-01-16 12:35:51.853430,0 days 00:00:14.124300,25,1.7,2.4000000000000004,2.6,117,DONCHIAN,ATR,0.7000000000000001,105,28,17,0.018000000000000002,73,34,16,0.039,80,17,19,0.049,ATR,4.9,48,3.5,3m,DEMA,True,False,True,False,True,True,False,0.31,20,3.8000000000000003,DONCHIAN,0.7000000000000001,-3.180438196818501,-3.180438196818501,0.7512305274386775,0.7512305274386775,3m,19,19.0,DEMA,47.368421052631575,47.368421052631575,COMPLETE
163,-2300.0,2026-01-16 12:35:41.136083,2026-01-16 12:35:50.936047,0 days 00:00:09.799964,23,2.0,2.4000000000000004,2.6,101,DONCHIAN,ATR,0.7000000000000001,104,28,18,0.021500000000000002,73,33,16,0.039,80,17,19,0.048,ATR,3.7,48,4.0,3m,DEMA,True,False,True,False,True,True,False,0.6,20,3.8000000000000003,DONCHIAN,0.7000000000000001,0.0,0.0,0.0,0.0,3m,0,0.0,DEMA,0.0,0.0,COMPLETE
164,-1913.8970832163814,2026-01-16 12:35:41.698006,2026-01-16 12:35:51.545380,0 days 00:00:09.847374,23,1.8,2.8,2.6,101,DONCHIAN,ATR,0.7000000000000001,76,28,18,0.021500000000000002,73,33,16,0.039,80,17,19,0.048,ATR,5.0,48,4.0,3m,DEMA,True,False,True,False,True,True,False,0.31,20,3.8000000000000003,DONCHIAN,0.7000000000000001,-1.7251858510524674,-1.7251858510524674,4.549981772320717,4.549981772320717,3m,23,23.0,DEMA,56.52173913043478,56.52173913043478,COMPLETE
165,-1975.0157833676399,2026-01-16 12:35:41.839283,2026-01-16 12:35:52.738330,0 days 00:00:10.899047,23,1.8,2.5,2.6,101,DONCHIAN,ATR,0.7000000000000001,76,31,18,0.021,73,33,16,0.038,80,17,19,0.048,ATR,5.0,48,2.5,3m,DEMA,True,False,True,False,True,True,False,0.31,20,3.8000000000000003,DONCHIAN,0.7000000000000001,-2.290162236701529,-2.290162236701529,3.395259897267539,3.395259897267539,3m,28,28.0,DEMA,46.42857142857143,46.42857142857143,COMPLETE
166,-464.91017208808444,2026-01-16 12:35:42.020001,2026-01-16 12:35:49.672845,0 days 00:00:07.652844,23,1.8,3.6,2.6,102,DONCHIAN,ATR,0.7000000000000001,96,31,18,0.021,73,33,16,0.039,79,17,19,0.048,ATR,5.0,48,4.0,3m,DEMA,True,False,False,False,True,True,False,0.31,20,3.8000000000000003,DONCHIAN,0.7000000000000001,-1.923964248597364,-1.923964248597364,4.544551180063968,4.544551180063968,3m,45,45.0,DEMA,48.888888888888886,48.888888888888886,COMPLETE
167,-459.4368997103966,2026-01-16 12:35:45.349052,2026-01-16 12:35:56.837351,0 days 00:00:11.488299,23,1.8,3.5,2.6,101,DONCHIAN,ATR,1.0,75,31,18,0.0175,73,33,16,0.039,80,17,19,0.048,ATR,5.0,48,4.0,3m,DEMA,True,False,False,False,True,True,False,0.31,20,3.8000000000000003,DONCHIAN,1.0,-2.3512762060305854,-2.3512762060305854,5.55541702977987,5.55541702977987,3m,45,45.0,DEMA,48.888888888888886,48.888888888888886,COMPLETE
168,88.67298638061857,2026-01-16 12:35:51.526566,2026-01-16 12:36:04.995796,0 days 00:00:13.469230,22,1.6,3.5,2.6,108,DONCHIAN,ATR,1.0,86,31,18,0.018000000000000002,73,34,16,0.042,81,16,19,0.049,ATR,4.9,44,3.5,3m,DEMA,True,False,False,False,True,True,False,0.3,15,3.8000000000000003,DONCHIAN,1.0,-2.3527984508288466,-2.3527984508288466,5.297573578924104,5.297573578924104,3m,62,62.0,DEMA,40.32258064516129,40.32258064516129,COMPLETE
169,83.65278255285375,2026-01-16 12:35:51.558750,2026-01-16 12:36:01.363227,0 days 00:00:09.804477,22,1.6,3.5,2.6,107,DONCHIAN,ATR,0.8,85,31,18,0.018000000000000002,73,34,16,0.042,79,16,19,0.049,ATR,4.9,44,3.5,3m,DEMA,True,False,False,False,True,True,False,0.3,15,3.8000000000000003,DONCHIAN,0.8,-1.8872285767009385,-1.8872285767009385,4.336802605321514,4.336802605321514,3m,61,61.0,DEMA,40.98360655737705,40.98360655737705,COMPLETE
170,85.28398736635336,2026-01-16 12:35:52.470892,2026-01-16 12:36:00.694547,0 days 00:00:08.223655,22,1.6,3.6,2.5,108,DONCHIAN,ATR,1.0,85,31,18,0.016,71,35,16,0.042,79,16,19,0.046000000000000006,ATR,4.9,44,2.5,3m,DEMA,True,False,False,False,True,True,False,0.3,15,3.6,DONCHIAN,1.0,-2.1717139849626785,-2.1717139849626785,4.722265908260597,4.722265908260597,3m,71,71.0,DEMA,39.436619718309856,39.436619718309856,COMPLETE
171,85.98904735426822,2026-01-16 12:35:52.553465,2026-01-16 12:36:04.279485,0 days 00:00:11.726020,22,1.6,3.5,2.5,108,DONCHIAN,ATR,1.0,75,31,18,0.016,71,33,16,0.042,79,16,19,0.046000000000000006,ATR,4.9,44,2.5,3m,DEMA,True,False,False,False,True,True,False,0.3,15,3.6,DONCHIAN,1.0,-2.2332205356524315,-2.2332205356524315,4.855150578918075,4.855150578918075,3m,71,71.0,DEMA,39.436619718309856,39.436619718309856,COMPLETE
172,84.02490331648823,2026-01-16 12:35:53.570419,2026-01-16 12:36:05.246538,0 days 00:00:11.676119,21,1.6,3.6,2.5,108,DONCHIAN,ATR,0.8,86,30,12,0.016,71,32,12,0.038,81,16,19,0.046000000000000006,ATR,4.9,44,3.5,3m,DEMA,False,False,False,False,True,True,False,0.3,15,3.6,DONCHIAN,0.8,-1.632228977900199,-1.632228977900199,4.232509287461906,4.232509287461906,3m,67,67.0,DEMA,43.28358208955223,43.28358208955223,COMPLETE
173,79.80542337726365,2026-01-16 12:35:59.026412,2026-01-16 12:36:16.982890,0 days 00:00:17.956478,21,1.6,3.6,2.5,108,DONCHIAN,ATR,0.8,85,30,18,0.016,71,32,12,0.042,79,16,19,0.046000000000000006,ATR,4.9,44,9.5,3m,DEMA,False,False,False,False,True,True,False,0.3,15,3.6,DONCHIAN,0.8,-1.595425312301897,-1.595425312301897,3.6883279598602563,3.6883279598602563,3m,59,59.0,DEMA,45.76271186440678,45.76271186440678,COMPLETE
174,73.99741933018231,2026-01-16 12:36:01.927133,2026-01-16 12:36:18.371697,0 days 00:00:16.444564,21,1.5,1.9,2.5,107,DONCHIAN,ATR,0.8,85,31,18,0.016,71,35,17,0.042,80,16,19,0.049,ATR,5.0,44,3.5,3m,DEMA,False,False,False,False,True,True,False,0.3,25,3.6,DONCHIAN,0.8,-5.118999553229316,-5.118999553229316,4.410317501357163,4.410317501357163,3m,70,70.0,DEMA,44.285714285714285,44.285714285714285,COMPLETE
175,65.13864034084963,2026-01-16 12:36:03.377545,2026-01-16 12:36:14.369492,0 days 00:00:10.991947,21,1.5,3.6,2.5,108,DONCHIAN,ATR,0.8,83,31,18,0.0165,71,35,17,0.043000000000000003,79,16,19,0.049,ATR,4.9,44,3.5,3m,DEMA,False,False,False,False,False,True,False,0.3,25,3.6,DONCHIAN,0.8,-2.9199250984302325,-2.9199250984302325,2.2219603559259093,2.2219603559259093,3m,64,64.0,DEMA,43.75,43.75,COMPLETE
