number,value,datetime_start,datetime_complete,duration,params_ADX_THRESHOLD,params_ATR_MULTIPLIER,params_ATR_STOP_LOSS_MULT,params_BB_STD,params_ENTRY_PERIOD,params_ENTRY_TYPE,params_EXIT_TYPE,params_LEVERAGE,params_MA_PERIOD,params_MFI_THRESHOLD,params_MFI_WINDOW,params_RISK_PER_TRADE,params_RSI_OVERBOUGHT,params_RSI_OVERSOLD,params_RSI_WINDOW,params_SAR_STEP,params_STOCH_OVERBOUGHT,params_STOCH_OVERSOLD,params_STOCH_WINDOW,params_STOP_LOSS_PCT,params_STOP_LOSS_TYPE,params_SUPERTREND_MULT,params_SUPERTREND_PERIOD,params_TAKE_PROFIT_ATR_MULT,params_TIMEFRAME,params_TREND_FILTER_TYPE,params_USE_ADX,params_USE_MFI,params_USE_RSI,params_USE_STOCHASTIC,params_USE_TAKE_PROFIT,params_USE_VHF,params_USE_VOLUME_FILTER,params_VHF_THRESHOLD,params_VOLUME_MA_PERIOD,params_VOLUME_THRESHOLD_MULT,user_attrs_entry_type,user_attrs_leverage,user_attrs_mdd_ETH_USDT,user_attrs_mdd_avg,user_attrs_return_ETH_USDT,user_attrs_return_avg,user_attrs_timeframe,user_attrs_trades_ETH_USDT,user_attrs_trades_avg,user_attrs_trend_filter,user_attrs_win_rate_avg,user_attrs_winrate_ETH_USDT,state
176,67.36255228623395,2026-01-16 12:36:05.011409,2026-01-16 12:36:16.888800,0 days 00:00:11.877391,21,1.5,3.5,2.5,108,DONCHIAN,ATR,1.0,84,31,18,0.016,70,35,17,0.042,79,16,19,0.046000000000000006,ATR,4.9,44,3.5,3m,DEMA,False,False,False,False,True,True,False,0.3,15,3.6,DONCHIAN,1.0,-3.499806125384596,-3.499806125384596,2.7203427092632513,2.7203427092632513,3m,71,71.0,DEMA,45.07042253521127,45.07042253521127,COMPLETE
177,74.36671742361523,2026-01-16 12:36:04.938925,2026-01-16 12:36:15.961898,0 days 00:00:11.022973,21,1.5,3.5,2.5,108,DONCHIAN,ATR,1.0,84,31,18,0.017,70,35,17,0.042,81,16,19,0.049,ATR,4.9,44,3.5,3m,DEMA,True,False,False,False,True,True,False,0.3,15,3.6,DONCHIAN,1.0,-3.0844228366394595,-3.0844228366394595,3.645129272534698,3.645129272534698,3m,66,66.0,DEMA,43.93939393939394,43.93939393939394,COMPLETE
178,68.53282087600473,2026-01-16 12:36:05.276706,2026-01-16 12:36:15.900292,0 days 00:00:10.623586,21,1.5,3.5,2.6,107,DONCHIAN,ATR,0.8,85,31,11,0.018500000000000003,70,35,17,0.042,79,16,18,0.049,ATR,4.9,44,9.0,3m,DEMA,False,False,False,False,True,True,False,0.3,15,3.6,DONCHIAN,0.8,-3.3613774628585116,-3.3613774628585116,2.860057973126683,2.860057973126683,3m,63,63.0,DEMA,42.857142857142854,42.857142857142854,COMPLETE
179,69.76116991661911,2026-01-16 12:36:15.802815,2026-01-16 12:36:26.980040,0 days 00:00:11.177225,21,1.5,3.5,2.5,107,DONCHIAN,ATR,1.0,86,32,12,0.0165,70,35,17,0.042,79,16,18,0.049,ATR,4.9,44,3.5,3m,DEMA,False,False,False,False,False,True,False,0.3,15,3.6,DONCHIAN,1.0,-3.7416923991162623,-3.7416923991162623,3.177181907813659,3.177181907813659,3m,63,63.0,DEMA,42.857142857142854,42.857142857142854,COMPLETE
180,67.6040511853098,2026-01-16 12:36:16.874761,2026-01-16 12:36:25.240097,0 days 00:00:08.365336,21,1.5,3.5,2.5,108,DONCHIAN,ATR,1.0,83,31,12,0.0165,70,35,17,0.042,79,16,18,0.049,ATR,4.9,44,9.0,3m,DEMA,False,False,False,False,False,True,False,0.3,15,3.6,DONCHIAN,1.0,-3.7416923991162623,-3.7416923991162623,2.83036243128269,2.83036243128269,3m,64,64.0,DEMA,43.75,43.75,COMPLETE
181,67.29595997874185,2026-01-16 12:36:16.900422,2026-01-16 12:36:26.893813,0 days 00:00:09.993391,21,1.5,3.5,2.5,108,DONCHIAN,ATR,1.0,83,31,12,0.016,70,35,17,0.042,79,16,18,0.049,ATR,4.9,44,4.0,3m,DEMA,False,False,False,False,False,True,False,0.3,15,3.6,DONCHIAN,1.0,-3.6299580585618685,-3.6299580585618685,2.7481076466703205,2.7481076466703205,3m,64,64.0,DEMA,43.75,43.75,COMPLETE
182,67.29595997874185,2026-01-16 12:36:17.028043,2026-01-16 12:36:26.054489,0 days 00:00:09.026446,21,1.5,3.5,2.5,108,DONCHIAN,ATR,1.0,83,32,11,0.016,70,35,12,0.042,79,16,18,0.049,ATR,5.0,43,9.5,3m,DEMA,False,False,False,False,False,True,False,0.3,15,3.6,DONCHIAN,1.0,-3.6299580585618685,-3.6299580585618685,2.7481076466703205,2.7481076466703205,3m,64,64.0,DEMA,43.75,43.75,COMPLETE
183,-2300.0,2026-01-16 12:36:17.084761,2026-01-16 12:36:29.219304,0 days 00:00:12.134543,21,1.5,3.5,2.5,108,KELTNER,ATR,1.0,83,32,11,0.0165,70,35,12,0.042,79,16,18,0.049,ATR,5.0,43,9.5,3m,DEMA,False,False,False,False,True,True,False,0.3,15,3.6,KELTNER,1.0,0.0,0.0,0.0,0.0,3m,0,0.0,DEMA,0.0,0.0,COMPLETE
184,-2300.0,2026-01-16 12:36:20.253004,2026-01-16 12:36:34.256202,0 days 00:00:14.003198,21,1.5,3.5,2.5,107,KELTNER,ATR,1.0,79,32,10,0.0165,70,35,17,0.042,79,16,18,0.049,ATR,3.1,43,8.0,3m,DEMA,False,False,False,False,False,True,False,0.3,10,3.6,KELTNER,1.0,0.0,0.0,0.0,0.0,3m,0,0.0,DEMA,0.0,0.0,COMPLETE
185,74.36515083292124,2026-01-16 12:36:26.598234,2026-01-16 12:36:34.822602,0 days 00:00:08.224368,21,1.5,3.5,2.5,110,DONCHIAN,ATR,1.0,84,32,10,0.016,70,35,12,0.042,79,16,18,0.049,ATR,5.0,43,9.5,3m,DEMA,False,False,False,False,False,True,False,0.3,15,3.6,DONCHIAN,1.0,-3.6299580585618685,-3.6299580585618685,3.8713119941608047,3.8713119941608047,3m,62,62.0,DEMA,45.16129032258064,45.16129032258064,COMPLETE
186,-2300.0,2026-01-16 12:36:26.951893,2026-01-16 12:36:41.504193,0 days 00:00:14.552300,21,1.5,3.5,2.5,108,KELTNER,ATR,1.0,84,32,12,0.016,70,35,12,0.042,79,16,18,0.049,ATR,5.0,43,9.0,3m,DEMA,False,False,False,False,False,True,False,0.3,15,3.6,KELTNER,1.0,0.0,0.0,0.0,0.0,3m,0,0.0,DEMA,0.0,0.0,COMPLETE
187,-2300.0,2026-01-16 12:36:27.039631,2026-01-16 12:36:38.996304,0 days 00:00:11.956673,21,1.5,3.5,2.5,108,KELTNER,ATR,1.0,80,32,12,0.016,70,35,12,0.042,79,16,18,0.049,ATR,5.0,43,9.5,3m,DEMA,False,False,False,False,False,True,False,0.3,15,3.6,KELTNER,1.0,0.0,0.0,0.0,0.0,3m,0,0.0,DEMA,0.0,0.0,COMPLETE
188,-2300.0,2026-01-16 12:36:27.234711,2026-01-16 12:36:39.801419,0 days 00:00:12.566708,21,1.5,3.5,2.5,108,KELTNER,ATR,1.0,84,32,12,0.016,70,35,12,0.042,79,16,18,0.049,ATR,5.0,43,9.0,3m,DEMA,False,False,False,False,False,True,False,0.3,15,3.6,KELTNER,1.0,0.0,0.0,0.0,0.0,3m,0,0.0,DEMA,0.0,0.0,COMPLETE
189,66.85414957794,2026-01-16 12:36:30.085990,2026-01-16 12:36:41.454454,0 days 00:00:11.368464,21,1.5,3.5,2.5,105,DONCHIAN,ATR,1.0,79,32,12,0.016,70,35,17,0.042,79,16,18,0.05,ATR,4.9,44,9.0,3m,DEMA,False,False,False,False,False,True,False,0.3,10,3.6,DONCHIAN,1.0,-3.6425980037397427,-3.6425980037397427,2.6815198121830357,2.6815198121830357,3m,64,64.0,DEMA,42.1875,42.1875,COMPLETE
190,67.150209048742,2026-01-16 12:36:34.361955,2026-01-16 12:36:46.544814,0 days 00:00:12.182859,19,1.5,3.5,2.5,105,DONCHIAN,ATR,1.1,85,31,12,0.015000000000000001,70,34,17,0.043000000000000003,79,16,18,0.05,ATR,4.9,44,9.0,3m,DEMA,False,False,False,False,False,True,False,0.3,15,3.6,DONCHIAN,1.1,-3.7558876483205403,-3.7558876483205403,2.761511249148671,2.761511249148671,3m,64,64.0,DEMA,42.1875,42.1875,COMPLETE
191,68.52873450484549,2026-01-16 12:36:36.729448,2026-01-16 12:36:51.652179,0 days 00:00:14.922731,19,1.5,3.3000000000000003,2.5,109,DONCHIAN,ATR,1.1,85,31,12,0.0155,70,35,17,0.042,79,16,18,0.05,ATR,4.9,41,9.5,3m,DEMA,False,False,False,False,False,True,False,0.3,15,3.6,DONCHIAN,1.1,-4.094842567500052,-4.094842567500052,3.0893472015840002,3.0893472015840002,3m,64,64.0,DEMA,43.75,43.75,COMPLETE
192,68.03681340621824,2026-01-16 12:36:39.338983,2026-01-16 12:36:51.654690,0 days 00:00:12.315707,21,1.5,3.3000000000000003,2.4,105,DONCHIAN,ATR,1.1,84,31,12,0.0155,70,35,12,0.042,79,16,18,0.05,ATR,4.9,41,9.5,3m,DEMA,False,False,False,False,False,True,False,0.3,15,3.6,DONCHIAN,1.1,-4.1144032595886895,-4.1144032595886895,3.013255555476446,3.013255555476446,3m,64,64.0,DEMA,42.1875,42.1875,COMPLETE
193,93.99047101246015,2026-01-16 12:36:41.390911,2026-01-16 12:36:52.779402,0 days 00:00:11.388491,21,1.6,3.3000000000000003,2.4,114,DONCHIAN,ATR,1.1,97,31,12,0.0155,71,34,17,0.043000000000000003,79,16,17,0.05,ATR,4.9,41,9.5,3m,DEMA,False,False,False,False,False,True,False,0.3,15,3.6,DONCHIAN,1.1,-2.317437691404574,-2.317437691404574,5.998979058274649,5.998979058274649,3m,57,57.0,DEMA,47.368421052631575,47.368421052631575,COMPLETE
194,93.99047101246015,2026-01-16 12:36:41.513585,2026-01-16 12:36:51.962956,0 days 00:00:10.449371,19,1.6,3.3000000000000003,2.4,114,DONCHIAN,ATR,1.1,85,31,11,0.0155,71,34,17,0.043000000000000003,80,16,17,0.05,ATR,4.9,41,10.0,3m,DEMA,False,False,False,False,False,True,False,0.3,15,3.6,DONCHIAN,1.1,-2.317437691404574,-2.317437691404574,5.998979058274649,5.998979058274649,3m,57,57.0,DEMA,47.368421052631575,47.368421052631575,COMPLETE
195,91.95954635906674,2026-01-16 12:36:41.611731,2026-01-16 12:36:53.809945,0 days 00:00:12.198214,19,1.6,3.3000000000000003,2.4,114,DONCHIAN,ATR,1.1,98,31,11,0.0145,71,34,17,0.043000000000000003,78,16,18,0.05,ATR,4.9,41,10.0,3m,DEMA,False,False,False,False,False,True,False,0.3,15,3.6,DONCHIAN,1.1,-2.168106990195388,-2.168106990195388,5.6130601913005345,5.6130601913005345,3m,57,57.0,DEMA,47.368421052631575,47.368421052631575,COMPLETE
196,90.27635076151819,2026-01-16 12:36:46.863881,2026-01-16 12:36:56.017390,0 days 00:00:09.153509,19,1.6,3.6,2.4,113,DONCHIAN,ATR,1.1,98,31,11,0.0145,71,34,17,0.043000000000000003,78,16,17,0.05,ATR,4.9,41,9.5,3m,DEMA,False,False,False,False,False,True,False,0.3,15,3.6,DONCHIAN,1.1,-1.9876295550712524,-1.9876295550712524,5.2610983180393465,5.2610983180393465,3m,57,57.0,DEMA,47.368421052631575,47.368421052631575,COMPLETE
197,89.2490692065112,2026-01-16 12:36:52.726943,2026-01-16 12:37:07.526951,0 days 00:00:14.800008,20,1.6,3.6,2.4,113,DONCHIAN,ATR,1.1,92,31,13,0.014,71,34,17,0.045000000000000005,80,16,17,0.05,ATR,4.800000000000001,41,10.0,3m,DEMA,False,False,False,False,False,True,False,0.3,15,3.6,DONCHIAN,1.1,-1.9191624024804086,-1.9191624024804086,5.079925391928456,5.079925391928456,3m,57,57.0,DEMA,47.368421052631575,47.368421052631575,COMPLETE
198,91.8280479380719,2026-01-16 12:36:52.766261,2026-01-16 12:37:08.944984,0 days 00:00:16.178723,19,1.6,3.3000000000000003,2.4,113,DONCHIAN,ATR,1.1,94,31,13,0.014,71,34,17,0.045000000000000005,80,16,17,0.05,ATR,4.800000000000001,41,10.0,3m,DEMA,False,False,False,False,False,True,False,0.3,15,3.6,DONCHIAN,1.1,-2.0934314312461737,-2.0934314312461737,5.541038063423569,5.541038063423569,3m,57,57.0,DEMA,47.368421052631575,47.368421052631575,COMPLETE
199,91.95954635906674,2026-01-16 12:36:52.797009,2026-01-16 12:37:02.625517,0 days 00:00:09.828508,19,1.6,3.3000000000000003,2.4,114,DONCHIAN,ATR,1.1,96,31,13,0.0145,71,34,17,0.045000000000000005,80,16,17,0.05,ATR,4.800000000000001,41,10.0,3m,DEMA,False,False,False,False,False,True,False,0.3,15,3.6,DONCHIAN,1.1,-2.168106990195388,-2.168106990195388,5.6130601913005345,5.6130601913005345,3m,57,57.0,DEMA,47.368421052631575,47.368421052631575,COMPLETE
200,90.91454633288413,2026-01-16 12:36:53.689989,2026-01-16 12:37:02.955154,0 days 00:00:09.265165,20,1.6,3.3000000000000003,2.4,114,DONCHIAN,ATR,1.1,97,31,11,0.014,71,34,17,0.045000000000000005,80,16,17,0.05,ATR,4.800000000000001,41,10.0,3m,DEMA,False,False,False,False,False,True,False,0.3,15,3.6,DONCHIAN,1.1,-2.0934314312461737,-2.0934314312461737,5.420024833907466,5.420024833907466,3m,57,57.0,DEMA,47.368421052631575,47.368421052631575,COMPLETE
201,91.95954635906674,2026-01-16 12:36:54.634924,2026-01-16 12:37:07.713897,0 days 00:00:13.078973,20,1.6,3.3000000000000003,2.3,114,DONCHIAN,ATR,1.1,97,31,11,0.0145,71,34,17,0.043000000000000003,78,16,17,0.05,ATR,4.800000000000001,41,10.0,3m,DEMA,False,False,False,False,False,True,False,0.3,15,3.6,DONCHIAN,1.1,-2.168106990195388,-2.168106990195388,5.6130601913005345,5.6130601913005345,3m,57,57.0,DEMA,47.368421052631575,47.368421052631575,COMPLETE
202,89.57537985153976,2026-01-16 12:36:56.060293,2026-01-16 12:37:09.048635,0 days 00:00:12.988342,19,1.6,3.3000000000000003,2.4,114,DONCHIAN,ATR,1.1,99,31,11,0.0145,71,34,17,0.043000000000000003,78,15,17,0.05,ATR,4.800000000000001,41,10.0,3m,DEMA,False,False,False,False,False,True,False,0.3,15,3.6,DONCHIAN,1.1,-2.2647945192489205,-2.2647945192489205,5.360696469540521,5.360696469540521,3m,57,57.0,DEMA,47.368421052631575,47.368421052631575,COMPLETE
203,91.83002182207747,2026-01-16 12:37:02.908710,2026-01-16 12:37:16.363860,0 days 00:00:13.455150,19,1.6,3.2,2.3,114,DONCHIAN,ATR,1.1,98,31,11,0.014,71,34,17,0.043000000000000003,78,15,17,0.05,ATR,4.800000000000001,40,10.0,3m,DEMA,False,False,False,False,False,True,False,0.3,15,3.6,DONCHIAN,1.1,-2.1587729152184356,-2.1587729152184356,5.588933488437766,5.588933488437766,3m,57,57.0,DEMA,47.368421052631575,47.368421052631575,COMPLETE
204,89.45582910126541,2026-01-16 12:37:03.764501,2026-01-16 12:37:16.662023,0 days 00:00:12.897522,18,1.6,3.2,2.3,115,DONCHIAN,ATR,1.1,101,31,11,0.014,71,34,17,0.045000000000000005,80,15,17,0.05,ATR,4.800000000000001,39,10.0,3m,DEMA,False,False,False,False,False,True,False,0.3,10,3.6,DONCHIAN,1.1,-2.2549073850984067,-2.2549073850984067,5.337721003369614,5.337721003369614,3m,57,57.0,DEMA,47.368421052631575,47.368421052631575,COMPLETE
205,93.88847003569572,2026-01-16 12:37:07.819202,2026-01-16 12:37:22.380858,0 days 00:00:14.561656,18,1.6,3.2,2.3,116,DONCHIAN,ATR,1.3000000000000003,97,31,10,0.014,71,34,17,0.045000000000000005,80,15,17,0.05,ATR,4.800000000000001,40,10.0,3m,DEMA,False,False,False,False,False,True,False,0.3,15,3.6,DONCHIAN,1.3000000000000003,-2.550711448636206,-2.550711448636206,6.162472915298585,6.162472915298585,3m,57,57.0,DEMA,47.368421052631575,47.368421052631575,COMPLETE
206,97.0155320882468,2026-01-16 12:37:07.849089,2026-01-16 12:37:16.219480,0 days 00:00:08.370391,19,1.6,3.2,2.3,114,DONCHIAN,ATR,1.3000000000000003,97,31,10,0.014,71,34,17,0.045000000000000005,80,15,17,0.05,ATR,4.800000000000001,39,10.0,3m,DEMA,False,False,False,False,False,True,False,0.3,15,3.6,DONCHIAN,1.3000000000000003,-2.550711448636206,-2.550711448636206,6.601550312793349,6.601550312793349,3m,57,57.0,DEMA,47.368421052631575,47.368421052631575,COMPLETE
207,94.22407945836221,2026-01-16 12:37:09.000310,2026-01-16 12:37:18.493520,0 days 00:00:09.493210,18,1.6,3.2,2.3,115,DONCHIAN,ATR,1.3000000000000003,99,31,13,0.014,71,34,17,0.045000000000000005,80,15,17,0.05,ATR,4.800000000000001,40,10.0,3m,DEMA,False,False,False,False,False,True,False,0.3,15,3.6,DONCHIAN,1.3000000000000003,-2.671051567517502,-2.671051567517502,6.301511671191523,6.301511671191523,3m,57,57.0,DEMA,47.368421052631575,47.368421052631575,COMPLETE
208,94.22407945836221,2026-01-16 12:37:09.064216,2026-01-16 12:37:22.423448,0 days 00:00:13.359232,18,1.6,3.2,2.3,114,DONCHIAN,ATR,1.3000000000000003,99,31,13,0.014,71,34,17,0.045000000000000005,80,15,17,0.05,ATR,4.800000000000001,39,10.0,3m,DEMA,False,False,False,False,False,True,False,0.3,15,3.6,DONCHIAN,1.3000000000000003,-2.671051567517502,-2.671051567517502,6.301511671191523,6.301511671191523,3m,57,57.0,DEMA,47.368421052631575,47.368421052631575,COMPLETE
209,95.85643549851466,2026-01-16 12:37:16.280815,2026-01-16 12:37:25.411313,0 days 00:00:09.130498,18,1.6,3.2,2.3,114,DONCHIAN,ATR,1.3000000000000003,98,31,10,0.013500000000000002,71,34,17,0.045000000000000005,77,15,17,0.05,ATR,4.7,39,10.0,3m,DEMA,False,False,False,False,False,True,False,0.3,15,1.0,DONCHIAN,1.3000000000000003,-2.4597428182572605,-2.4597428182572605,6.366611466016014,6.366611466016014,3m,57,57.0,DEMA,47.368421052631575,47.368421052631575,COMPLETE
210,94.22407945836221,2026-01-16 12:37:16.783638,2026-01-16 12:37:29.403467,0 days 00:00:12.619829,18,1.6,3.2,2.3,114,DONCHIAN,ATR,1.3000000000000003,99,31,11,0.014,71,34,17,0.045000000000000005,77,15,17,0.05,ATR,4.7,39,10.0,3m,DEMA,False,False,False,False,False,True,False,0.3,10,3.6,DONCHIAN,1.3000000000000003,-2.671051567517502,-2.671051567517502,6.301511671191523,6.301511671191523,3m,57,57.0,DEMA,47.368421052631575,47.368421052631575,COMPLETE
211,89.45582910126541,2026-01-16 12:37:18.356730,2026-01-16 12:37:30.255684,0 days 00:00:11.898954,18,1.6,3.2,2.3,114,DONCHIAN,ATR,1.1,99,31,11,0.014,71,34,17,0.045000000000000005,77,15,17,0.05,ATR,4.7,39,10.0,3m,DEMA,False,False,False,False,False,True,False,0.3,10,3.6,DONCHIAN,1.1,-2.2549073850984067,-2.2549073850984067,5.337721003369614,5.337721003369614,3m,57,57.0,DEMA,47.368421052631575,47.368421052631575,COMPLETE
212,97.0155320882468,2026-01-16 12:37:19.527955,2026-01-16 12:37:30.632273,0 days 00:00:11.104318,18,1.6,3.2,2.3,115,DONCHIAN,ATR,1.3000000000000003,98,31,13,0.014,71,34,17,0.045000000000000005,77,15,17,0.05,ATR,4.7,39,10.0,3m,DEMA,False,False,False,False,False,True,False,0.3,10,3.6,DONCHIAN,1.3000000000000003,-2.550711448636206,-2.550711448636206,6.601550312793349,6.601550312793349,3m,57,57.0,DEMA,47.368421052631575,47.368421052631575,COMPLETE
213,94.22407945836221,2026-01-16 12:37:22.472443,2026-01-16 12:37:32.781681,0 days 00:00:10.309238,18,1.6,3.2,2.3,114,DONCHIAN,ATR,1.3000000000000003,99,31,13,0.014,71,34,17,0.045000000000000005,77,15,17,0.05,ATR,4.7,39,10.0,3m,DEMA,False,False,False,False,False,True,False,0.3,10,3.6,DONCHIAN,1.3000000000000003,-2.671051567517502,-2.671051567517502,6.301511671191523,6.301511671191523,3m,57,57.0,DEMA,47.368421052631575,47.368421052631575,COMPLETE
214,94.22407945836221,2026-01-16 12:37:22.901896,2026-01-16 12:37:39.207452,0 days 00:00:16.305556,18,1.6,3.2,2.3,114,DONCHIAN,ATR,1.3000000000000003,99,31,13,0.014,71,34,17,0.045000000000000005,78,15,17,0.05,ATR,4.7,39,10.0,3m,DEMA,False,False,False,False,False,True,False,0.3,10,3.6,DONCHIAN,1.3000000000000003,-2.671051567517502,-2.671051567517502,6.301511671191523,6.301511671191523,3m,57,57.0,DEMA,47.368421052631575,47.368421052631575,COMPLETE
215,93.16155085948412,2026-01-16 12:37:25.757260,2026-01-16 12:37:39.241170,0 days 00:00:13.483910,18,1.6,3.2,2.3,114,DONCHIAN,ATR,1.3000000000000003,99,31,13,0.013500000000000002,71,34,17,0.045000000000000005,77,15,17,0.05,ATR,4.7,39,10.0,3m,DEMA,False,False,False,False,False,True,False,0.3,10,1.2,DONCHIAN,1.3000000000000003,-2.574286146942068,-2.574286146942068,6.077994072095864,6.077994072095864,3m,57,57.0,DEMA,47.368421052631575,47.368421052631575,COMPLETE
216,94.22407945836221,2026-01-16 12:37:30.300516,2026-01-16 12:37:40.890502,0 days 00:00:10.589986,18,1.6,3.2,2.3,114,DONCHIAN,ATR,1.3000000000000003,99,31,13,0.014,71,34,17,0.045000000000000005,77,15,17,0.05,ATR,4.7,38,10.0,3m,DEMA,False,False,False,False,False,True,False,0.3,10,3.6,DONCHIAN,1.3000000000000003,-2.671051567517502,-2.671051567517502,6.301511671191523,6.301511671191523,3m,57,57.0,DEMA,47.368421052631575,47.368421052631575,COMPLETE
217,97.0155320882468,2026-01-16 12:37:30.558401,2026-01-16 12:37:43.436151,0 days 00:00:12.877750,18,1.6,3.2,2.3,115,DONCHIAN,ATR,1.3000000000000003,98,31,13,0.014,71,34,17,0.045000000000000005,77,15,17,0.05,ATR,4.7,39,10.0,3m,DEMA,False,False,False,False,False,True,False,0.3,10,1.2,DONCHIAN,1.3000000000000003,-2.550711448636206,-2.550711448636206,6.601550312793349,6.601550312793349,3m,57,57.0,DEMA,47.368421052631575,47.368421052631575,COMPLETE
218,94.22407945836221,2026-01-16 12:37:30.760973,2026-01-16 12:37:43.429623,0 days 00:00:12.668650,18,1.6,3.2,2.3,115,DONCHIAN,ATR,1.3000000000000003,99,31,13,0.014,71,34,17,0.045000000000000005,77,15,17,0.05,ATR,4.7,39,10.0,3m,DEMA,False,False,False,False,False,True,False,0.3,10,1.0,DONCHIAN,1.3000000000000003,-2.671051567517502,-2.671051567517502,6.301511671191523,6.301511671191523,3m,57,57.0,DEMA,47.368421052631575,47.368421052631575,COMPLETE
219,97.0155320882468,2026-01-16 12:37:33.502306,2026-01-16 12:37:46.095866,0 days 00:00:12.593560,18,1.6,3.2,2.3,114,DONCHIAN,ATR,1.3000000000000003,98,31,13,0.014,71,34,17,0.045000000000000005,77,15,17,0.05,ATR,4.7,39,10.0,3m,DEMA,False,False,False,False,False,True,False,0.3,10,1.0,DONCHIAN,1.3000000000000003,-2.550711448636206,-2.550711448636206,6.601550312793349,6.601550312793349,3m,57,57.0,DEMA,47.368421052631575,47.368421052631575,COMPLETE
220,100.64804834270672,2026-01-16 12:37:40.297194,2026-01-16 12:37:51.029193,0 days 00:00:10.731999,18,1.6,3.2,2.3,115,DONCHIAN,ATR,1.3000000000000003,98,31,13,0.013500000000000002,71,34,17,0.047,77,15,17,0.05,ATR,4.7,39,10.0,3m,DEMA,False,False,False,False,False,True,False,0.31,10,1.0,DONCHIAN,1.3000000000000003,-2.45974065324807,-2.45974065324807,7.031867058918742,7.031867058918742,3m,56,56.0,DEMA,46.42857142857143,46.42857142857143,COMPLETE
221,97.11824846215859,2026-01-16 12:37:40.324556,2026-01-16 12:37:52.656772,0 days 00:00:12.332216,18,1.6,3.2,2.3,115,DONCHIAN,ATR,1.3000000000000003,99,31,13,0.013500000000000002,71,34,17,0.047,77,15,17,0.05,ATR,4.7,39,10.0,3m,DEMA,False,False,False,False,False,True,False,0.31,10,1.2,DONCHIAN,1.3000000000000003,-2.7049437234627107,-2.7049437234627107,6.741444546523248,6.741444546523248,3m,56,56.0,DEMA,46.42857142857143,46.42857142857143,COMPLETE
222,97.06548441788527,2026-01-16 12:37:41.860406,2026-01-16 12:37:54.126241,0 days 00:00:12.265835,18,1.6,3.1,2.3,121,DONCHIAN,ATR,1.3000000000000003,110,31,13,0.013500000000000002,71,34,17,0.047,77,15,17,0.05,ATR,4.6,38,10.0,3m,DEMA,False,False,False,False,False,True,False,0.31,10,1.0,DONCHIAN,1.3000000000000003,-2.5389718919875603,-2.5389718919875603,6.599009789039148,6.599009789039148,3m,55,55.0,DEMA,45.45454545454545,45.45454545454545,COMPLETE
223,-1883.0984974928806,2026-01-16 12:37:43.778966,2026-01-16 12:37:55.090623,0 days 00:00:11.311657,18,4.6,3.1,2.3,121,DONCHIAN,ATR,1.3000000000000003,109,32,13,0.013000000000000001,71,34,17,0.047,76,15,17,0.05,ATR,4.6,38,10.0,3m,DEMA,False,False,False,False,False,True,False,0.31,10,1.0,DONCHIAN,1.3000000000000003,-2.033115274343804,-2.033115274343804,15.363128332183418,15.363128332183418,3m,16,16.0,DEMA,50.0,50.0,COMPLETE
224,98.74052233177827,2026-01-16 12:37:43.798400,2026-01-16 12:37:53.766528,0 days 00:00:09.968128,18,1.6,3.1,2.3,120,DONCHIAN,ATR,1.3000000000000003,110,32,13,0.013000000000000001,71,34,17,0.047,76,15,17,0.05,ATR,4.6,38,10.0,3m,DEMA,False,False,False,False,False,True,False,0.31,10,1.0,DONCHIAN,1.3000000000000003,-2.445067332054186,-2.445067332054186,6.754641782449139,6.754641782449139,3m,55,55.0,DEMA,45.45454545454545,45.45454545454545,COMPLETE
225,88.20954656947652,2026-01-16 12:37:46.199471,2026-01-16 12:38:01.330785,0 days 00:00:15.131314,18,1.6,3.1,2.3,119,DONCHIAN,ATR,1.3000000000000003,110,32,13,0.0125,71,34,17,0.047,76,15,17,0.05,ATR,4.6,38,10.0,3m,DEMA,False,False,False,False,False,True,False,0.32,10,1.0,DONCHIAN,1.3000000000000003,-2.4568255480647156,-2.4568255480647156,5.303002793653076,5.303002793653076,3m,55,55.0,DEMA,45.45454545454545,45.45454545454545,COMPLETE
226,97.42016384475119,2026-01-16 12:37:52.000351,2026-01-16 12:38:03.374829,0 days 00:00:11.374478,18,1.6,3.1,2.3,120,DONCHIAN,ATR,1.3000000000000003,109,32,13,0.0125,71,34,17,0.047,76,15,17,0.05,ATR,4.6,38,10.0,3m,DEMA,False,False,False,False,False,True,False,0.31,10,1.0,DONCHIAN,1.3000000000000003,-2.3511516867445024,-2.3511516867445024,6.4944401984666476,6.4944401984666476,3m,55,55.0,DEMA,45.45454545454545,45.45454545454545,COMPLETE
227,84.56938429581714,2026-01-16 12:37:53.731452,2026-01-16 12:38:02.693345,0 days 00:00:08.961893,18,1.6,3.1,2.3,121,DONCHIAN,ATR,1.3000000000000003,109,32,13,0.0125,71,34,17,0.047,76,15,17,0.05,ATR,4.6,38,10.0,3m,DEMA,False,False,False,False,False,True,False,0.32,10,1.0,DONCHIAN,1.3000000000000003,-2.6679013961307616,-2.6679013961307616,4.92393046893368,4.92393046893368,3m,55,55.0,DEMA,45.45454545454545,45.45454545454545,COMPLETE
